#please cite:
#Zhou KR, Liu S, Cai L, et al. ENCORI: The Encyclopedia of RNA Interactomes.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0002880	hsa-miR-508-3p	ENSG00000164109	MAD2L1	protein_coding	chr4	120981320	120981348	120981320	120981348	-	7	0	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	4
MIMAT0003161	hsa-miR-493-3p	ENSG00000164109	MAD2L1	protein_coding	chr4	120980786	120980792	120980785	120980813	-	7	0	AGO1,AGO1-4,AGO2	1	0	1	1	0	0	0	3
MIMAT0003165	hsa-miR-545-3p	ENSG00000164109	MAD2L1	protein_coding	chr4	120980806	120980811	120980806	120980811	-	6	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	3
MIMAT0004808	hsa-miR-625-3p	ENSG00000164109	MAD2L1	protein_coding	chr4	120980772	120980777	120980772	120980777	-	4	0	AGO1-4,AGO2	0	0	1	0	0	0	0	1
MIMAT0004808	hsa-miR-625-3p	ENSG00000164109	MAD2L1	protein_coding	chr4	120981202	120981208	120981202	120981208	-	3	0	AGO1-4	0	0	1	0	0	0	0	1
MIMAT0004926	hsa-miR-708-5p	ENSG00000164109	MAD2L1	protein_coding	chr4	120980796	120980802	120980795	120980818	-	9	0	AGO1,AGO1-4,AGO2	1	0	1	0	1	0	0	2
MIMAT0004954	hsa-miR-543	ENSG00000164109	MAD2L1	protein_coding	chr4	120980656	120980661	120980655	120980676	-	5	0	AGO1-4,AGO2	1	0	0	0	1	0	0	4
MIMAT0004954	hsa-miR-543	ENSG00000164109	MAD2L1	protein_coding	chr4	120980683	120980688	120980683	120980688	-	6	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4
MIMAT0005886	hsa-miR-1297	ENSG00000164109	MAD2L1	protein_coding	chr4	120980719	120980735	120980719	120980735	-	13	0	AGO1,AGO1-4,AGO2	0	0	0	0	1	0	0	0
MIMAT0015037	hsa-miR-3163	ENSG00000164109	MAD2L1	protein_coding	chr4	120980639	120980667	120980639	120980667	-	4	0	AGO1-4,AGO2	0	0	0	1	0	0	0	2
MIMAT0015037	hsa-miR-3163	ENSG00000164109	MAD2L1	protein_coding	chr4	120981188	120981216	120981188	120981216	-	3	0	AGO1-4	0	0	0	1	0	0	0	2
MIMAT0018358	hsa-miR-3942-5p	ENSG00000164109	MAD2L1	protein_coding	chr4	120980807	120980813	120980807	120980813	-	6	0	AGO1,AGO1-4,AGO2	0	0	1	0	0	0	0	1
MIMAT0019801	hsa-miR-4703-5p	ENSG00000164109	MAD2L1	protein_coding	chr4	120980807	120980813	120980807	120980813	-	6	0	AGO1,AGO1-4,AGO2	0	0	1	0	0	0	0	0
MIMAT0021020	hsa-miR-5000-3p	ENSG00000164109	MAD2L1	protein_coding	chr4	120980844	120980849	120980843	120980871	-	6	0	AGO1-4,AGO2	0	0	1	1	0	0	0	3
MIMAT0022479	hsa-miR-5688	ENSG00000164109	MAD2L1	protein_coding	chr4	120980593	120980621	120980593	120980621	-	2	0	AGO1-4	0	0	0	1	0	0	0	0
MIMAT0022479	hsa-miR-5688	ENSG00000164109	MAD2L1	protein_coding	chr4	120980852	120980880	120980852	120980880	-	7	0	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	0
