#please cite:
#Zhou KR, Liu S, Cai L, et al. ENCORI: The Encyclopedia of RNA Interactomes.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0000425	hsa-miR-130a-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122737940	122737946	122737939	122737967	-	26	0	AGO1,AGO1-4,AGO2,AGO3	0	0	1	1	1	1	1	3
MIMAT0000438	hsa-miR-152-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122737939	122737945	122737938	122737959	-	26	0	AGO1,AGO1-4,AGO2,AGO3	0	0	1	0	1	1	1	3
MIMAT0000442	hsa-miR-9-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122738008	122738036	122738008	122738036	-	11	0	AGO1,AGO1-4,AGO2,AGO3	0	0	0	1	0	0	0	4
MIMAT0000510	hsa-miR-320a	ENSG00000145386	CCNA2	protein_coding	chr4	122738009	122738032	122738009	122738032	-	11	0	AGO1,AGO1-4,AGO2,AGO3	0	0	0	0	1	0	0	6
MIMAT0000617	hsa-miR-200c-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122738316	122738340	122738316	122738344	-	4	0	AGO1,AGO1-4,AGO2	0	0	0	1	1	0	0	4
MIMAT0000617	hsa-miR-200c-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122738568	122738573	122738567	122738595	-	5	0	AGO1-4,AGO2	1	0	0	1	1	0	1	4
MIMAT0000681	hsa-miR-29c-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122737957	122737963	122737956	122737979	-	26	0	AGO1,AGO1-4,AGO2,AGO3	0	0	1	0	1	0	1	26
MIMAT0000686	hsa-miR-34c-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122738777	122738792	122738777	122738792	-	7	0	AGO1,AGO1-4,AGO2	0	0	0	0	1	0	0	7
MIMAT0000688	hsa-miR-301a-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122737940	122737945	122737939	122737959	-	26	0	AGO1,AGO1-4,AGO2,AGO3	0	0	1	0	1	1	1	0
MIMAT0000691	hsa-miR-130b-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122737940	122737946	122737939	122737967	-	26	0	AGO1,AGO1-4,AGO2,AGO3	0	0	1	1	1	1	1	0
MIMAT0000692	hsa-miR-30e-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122738466	122738471	122738466	122738471	-	5	0	AGO1-4,AGO2	0	0	1	0	0	0	0	10
MIMAT0000692	hsa-miR-30e-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122738475	122738480	122738475	122738480	-	4	0	AGO1-4,AGO2	0	0	1	0	0	0	0	10
MIMAT0000736	hsa-miR-381-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122738620	122738625	122738619	122738647	-	10	0	AGO1,AGO1-4,AGO2	1	0	0	1	1	0	0	4
MIMAT0000736	hsa-miR-381-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122738631	122738636	122738630	122738658	-	11	0	AGO1,AGO1-4,AGO2	1	0	0	1	1	1	1	4
MIMAT0000759	hsa-miR-148b-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122737939	122737945	122737938	122737960	-	26	0	AGO1,AGO1-4,AGO2,AGO3	0	0	1	0	1	1	1	2
MIMAT0001536	hsa-miR-429	ENSG00000145386	CCNA2	protein_coding	chr4	122738316	122738337	122738316	122738344	-	4	0	AGO1,AGO1-4,AGO2	0	0	0	1	1	0	0	6
MIMAT0001536	hsa-miR-429	ENSG00000145386	CCNA2	protein_coding	chr4	122738568	122738573	122738567	122738595	-	5	0	AGO1-4,AGO2	1	0	0	1	1	0	1	6
MIMAT0001541	hsa-miR-449a	ENSG00000145386	CCNA2	protein_coding	chr4	122738777	122738792	122738777	122738792	-	7	0	AGO1,AGO1-4,AGO2	0	0	0	0	1	0	0	4
MIMAT0002817	hsa-miR-495-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122737698	122737726	122737698	122737726	-	2	0	AGO2	0	0	0	1	0	0	0	3
MIMAT0002817	hsa-miR-495-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122738256	122738284	122738256	122738284	-	2	0	AGO1-4	0	0	0	1	0	0	0	3
MIMAT0002817	hsa-miR-495-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122738576	122738581	122738575	122738603	-	5	0	AGO1-4,AGO2	1	0	0	1	0	0	0	3
MIMAT0002849	hsa-miR-524-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122738621	122738626	122738621	122738628	-	4	0	AGO1-4,AGO2	1	0	1	0	0	0	0	1
MIMAT0002849	hsa-miR-524-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122738632	122738637	122738632	122738637	-	5	0	AGO1-4,AGO2	1	0	1	0	0	0	0	1
MIMAT0002855	hsa-miR-520d-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122738621	122738626	122738621	122738626	-	4	0	AGO1-4,AGO2	0	0	1	0	0	0	0	1
MIMAT0002855	hsa-miR-520d-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122738632	122738637	122738632	122738637	-	5	0	AGO1-4,AGO2	1	0	1	0	0	0	0	1
MIMAT0002877	hsa-miR-513a-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122737920	122737926	122737920	122737948	-	17	0	AGO1-4,AGO2	0	0	0	1	0	1	0	4
MIMAT0002877	hsa-miR-513a-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122741781	122741809	122741781	122741809	-	11	0	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	4
MIMAT0002880	hsa-miR-508-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122738705	122738711	122738705	122738711	-	5	0	AGO1-4,AGO2	1	0	1	0	0	1	0	8
MIMAT0003255	hsa-miR-588	ENSG00000145386	CCNA2	protein_coding	chr4	122738679	122738685	122738678	122738706	-	6	0	AGO1-4,AGO2	1	0	1	1	0	0	0	0
MIMAT0003311	hsa-miR-641	ENSG00000145386	CCNA2	protein_coding	chr4	122737705	122737711	122737705	122737711	-	1	0	AGO2	0	0	1	0	0	0	0	1
MIMAT0003311	hsa-miR-641	ENSG00000145386	CCNA2	protein_coding	chr4	122738607	122738612	122738607	122738612	-	4	0	AGO1-4,AGO2	1	0	1	0	0	0	0	1
MIMAT0003327	hsa-miR-449b-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122738777	122738792	122738777	122738792	-	7	0	AGO1,AGO1-4,AGO2	0	0	0	0	1	0	0	2
MIMAT0003331	hsa-miR-655-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122738567	122738572	122738567	122738572	-	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	3
MIMAT0003885	hsa-miR-454-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122737940	122737945	122737939	122737961	-	26	0	AGO1,AGO1-4,AGO2,AGO3	0	0	1	0	1	1	1	0
MIMAT0004692	hsa-miR-340-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122737695	122737700	122737694	122737722	-	2	0	AGO2	0	0	1	1	0	0	0	0
MIMAT0004692	hsa-miR-340-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122738103	122738108	122738102	122738130	-	4	1	AGO1,AGO1-4,AGO2	0	0	1	1	0	0	0	0
MIMAT0004763	hsa-miR-488-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122739988	122740006	122739988	122740006	-	20	0	AGO1,AGO1-4,AGO2	0	1	0	0	0	0	0	9
MIMAT0004903	hsa-miR-300	ENSG00000145386	CCNA2	protein_coding	chr4	122738620	122738625	122738619	122738647	-	10	0	AGO1,AGO1-4,AGO2	1	0	0	1	1	1	0	0
MIMAT0004903	hsa-miR-300	ENSG00000145386	CCNA2	protein_coding	chr4	122738631	122738636	122738630	122738658	-	11	0	AGO1,AGO1-4,AGO2	1	0	0	1	1	1	1	0
MIMAT0004947	hsa-miR-885-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122738099	122738104	122738099	122738104	-	2	4	AGO1-4,AGO2	0	0	1	0	0	0	0	11
MIMAT0004947	hsa-miR-885-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122738456	122738461	122738456	122738461	-	4	0	AGO1-4,AGO2	0	0	1	0	0	0	0	11
MIMAT0004949	hsa-miR-877-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122737652	122737657	122737651	122737679	-	2	0	AGO2	0	0	1	1	0	0	0	0
MIMAT0004949	hsa-miR-877-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122738435	122738441	122738434	122738462	-	4	0	AGO1-4,AGO2	0	0	1	1	0	0	0	0
MIMAT0004958	hsa-miR-301b-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122737940	122737946	122737939	122737959	-	26	0	AGO1,AGO1-4,AGO2,AGO3	0	0	1	0	1	1	1	1
MIMAT0005792	hsa-miR-320b	ENSG00000145386	CCNA2	protein_coding	chr4	122738009	122738032	122738009	122738032	-	11	0	AGO1,AGO1-4,AGO2,AGO3	0	0	0	0	1	0	0	5
MIMAT0005793	hsa-miR-320c	ENSG00000145386	CCNA2	protein_coding	chr4	122738009	122738030	122738009	122738030	-	11	0	AGO1,AGO1-4,AGO2,AGO3	0	0	0	0	1	0	0	7
MIMAT0005795	hsa-miR-1323	ENSG00000145386	CCNA2	protein_coding	chr4	122737879	122737885	122737878	122737906	-	2	0	AGO1-4,AGO2	0	0	1	1	0	0	0	2
MIMAT0005795	hsa-miR-1323	ENSG00000145386	CCNA2	protein_coding	chr4	122737944	122737949	122737943	122737971	-	26	0	AGO1,AGO1-4,AGO2,AGO3	0	0	1	1	0	0	0	2
MIMAT0005795	hsa-miR-1323	ENSG00000145386	CCNA2	protein_coding	chr4	122738248	122738253	122738247	122738275	-	2	0	AGO1,AGO2	0	0	1	1	0	0	0	2
MIMAT0005795	hsa-miR-1323	ENSG00000145386	CCNA2	protein_coding	chr4	122738578	122738583	122738577	122738605	-	5	0	AGO1-4,AGO2	1	0	1	1	0	0	0	2
MIMAT0005795	hsa-miR-1323	ENSG00000145386	CCNA2	protein_coding	chr4	122740631	122740659	122740631	122740659	-	4	0	AGO1-4	0	0	0	1	0	0	0	2
MIMAT0005919	hsa-miR-548o-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122737879	122737885	122737878	122737906	-	2	0	AGO1-4,AGO2	0	0	1	1	0	0	0	1
MIMAT0005919	hsa-miR-548o-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122737944	122737949	122737943	122737971	-	26	0	AGO1,AGO1-4,AGO2,AGO3	0	0	1	1	0	0	0	1
MIMAT0005919	hsa-miR-548o-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122738248	122738253	122738247	122738275	-	2	0	AGO1,AGO2	0	0	1	1	0	0	0	1
MIMAT0005919	hsa-miR-548o-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122738578	122738583	122738577	122738605	-	5	0	AGO1-4,AGO2	1	0	1	1	0	0	0	1
MIMAT0005919	hsa-miR-548o-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122740631	122740659	122740631	122740659	-	4	0	AGO1-4	0	0	0	1	0	0	0	1
MIMAT0006764	hsa-miR-320d	ENSG00000145386	CCNA2	protein_coding	chr4	122738009	122738029	122738009	122738029	-	11	0	AGO1,AGO1-4,AGO2,AGO3	0	0	0	0	1	0	0	2
MIMAT0013517	hsa-miR-2682-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122739992	122740014	122739992	122740014	-	20	0	AGO1,AGO1-4,AGO2	0	1	0	0	0	0	0	3
MIMAT0016844	hsa-miR-4295	ENSG00000145386	CCNA2	protein_coding	chr4	122737940	122737946	122737940	122737946	-	16	0	AGO1-4,AGO2	0	0	1	0	0	1	1	0
MIMAT0018088	hsa-miR-3666	ENSG00000145386	CCNA2	protein_coding	chr4	122737940	122737946	122737940	122737946	-	16	0	AGO1-4,AGO2	0	0	1	0	0	1	1	0
MIMAT0019798	hsa-miR-4701-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122738679	122738685	122738678	122738706	-	6	0	AGO1-4,AGO2	0	0	1	1	0	0	0	2
MIMAT0019945	hsa-miR-4782-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122738704	122738710	122738704	122738710	-	5	0	AGO1-4,AGO2	0	0	0	0	0	1	1	0
MIMAT0022479	hsa-miR-5688	ENSG00000145386	CCNA2	protein_coding	chr4	122737698	122737726	122737698	122737726	-	2	0	AGO2	0	0	0	1	0	0	0	0
MIMAT0022479	hsa-miR-5688	ENSG00000145386	CCNA2	protein_coding	chr4	122738256	122738284	122738256	122738284	-	2	0	AGO1-4	0	0	0	1	0	0	0	0
MIMAT0022479	hsa-miR-5688	ENSG00000145386	CCNA2	protein_coding	chr4	122738575	122738603	122738575	122738603	-	5	0	AGO1-4,AGO2	0	0	0	1	0	0	0	0
MIMAT0022701	hsa-miR-506-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122738325	122738330	122738325	122738330	-	3	0	AGO1-4,AGO2	0	0	1	0	0	0	0	1
MIMAT0022701	hsa-miR-506-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122738695	122738700	122738695	122738700	-	6	0	AGO1-4,AGO2	0	0	1	0	0	0	0	1
MIMAT0025857	hsa-miR-892c-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122738325	122738331	122738325	122738331	-	3	0	AGO1-4,AGO2	0	0	1	0	0	0	0	4
MIMAT0025857	hsa-miR-892c-5p	ENSG00000145386	CCNA2	protein_coding	chr4	122738695	122738700	122738694	122738701	-	6	0	AGO1-4,AGO2	0	0	1	0	0	1	0	4
MIMAT0027433	hsa-miR-6766-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122738704	122738710	122738704	122738710	-	5	0	AGO1-4,AGO2	0	0	0	0	0	0	1	2
MIMAT0027571	hsa-miR-6835-3p	ENSG00000145386	CCNA2	protein_coding	chr4	122737955	122737961	122737955	122737961	-	25	0	AGO1,AGO1-4,AGO2,AGO3	0	0	0	0	0	0	1	0
