#please cite:
#Zhou KR, Liu S, Cai L, et al. ENCORI: The Encyclopedia of RNA Interactomes.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0000259	hsa-miR-182-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930786	32930792	32930765	32930793	+	8	0	AGO1,AGO1-4,AGO2	1	0	0	1	1	0	0	1
MIMAT0000265	hsa-miR-204-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931736	32931741	32931736	32931741	+	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	13
MIMAT0000268	hsa-miR-211-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931736	32931741	32931736	32931741	+	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	6
MIMAT0000274	hsa-miR-217	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930332	32930337	32930316	32930338	+	7	0	AGO1-4,AGO2	1	1	0	0	0	0	0	6
MIMAT0000278	hsa-miR-221-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930126	32930131	32930126	32930131	+	7	0	AGO1-4,AGO2	1	0	0	0	0	0	0	6
MIMAT0000279	hsa-miR-222-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930126	32930131	32930126	32930131	+	7	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4
MIMAT0000281	hsa-miR-224-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32928375	32928381	32928362	32928381	+	1	0	AGO1-4	0	0	1	0	1	0	0	1
MIMAT0000281	hsa-miR-224-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930097	32930102	32930097	32930102	+	10	0	AGO1-4,AGO2	1	0	0	0	0	0	0	1
MIMAT0000281	hsa-miR-224-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931244	32931249	32931244	32931249	+	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	1
MIMAT0000420	hsa-miR-30b-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930595	32930601	32930581	32930602	+	8	0	AGO1,AGO1-4,AGO2	1	0	0	0	1	0	0	14
MIMAT0000428	hsa-miR-135a-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930978	32930984	32930957	32930985	+	8	0	AGO1-4,AGO2	1	0	1	1	1	0	1	12
MIMAT0000429	hsa-miR-137	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930147	32930153	32930126	32930154	+	7	0	AGO1-4,AGO2	1	0	1	1	1	0	0	4
MIMAT0000437	hsa-miR-145-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930600	32930605	32930584	32930606	+	8	0	AGO1,AGO1-4,AGO2	1	0	0	0	1	0	0	10
MIMAT0000456	hsa-miR-186-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930226	32930231	32930226	32930231	+	6	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	3
MIMAT0000459	hsa-miR-193a-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930871	32930876	32930855	32930877	+	11	0	AGO1,AGO1-4,AGO2	1	0	0	0	1	0	0	2
MIMAT0000692	hsa-miR-30e-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930595	32930601	32930579	32930602	+	8	0	AGO1,AGO1-4,AGO2	1	0	0	0	1	0	0	12
MIMAT0000705	hsa-miR-362-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931741	32931746	32931741	32931746	+	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	11
MIMAT0000720	hsa-miR-376c-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930986	32930991	32930972	32930992	+	13	0	AGO1-4,AGO2,AGO3	1	0	0	0	1	0	0	3
MIMAT0000721	hsa-miR-369-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930947	32930952	32930947	32930952	+	6	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	5
MIMAT0000727	hsa-miR-374a-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930764	32930769	32930764	32930769	+	7	0	AGO1,AGO2	1	0	0	0	0	0	0	2
MIMAT0000730	hsa-miR-377-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930641	32930648	32930621	32930649	+	5	0	AGO1-4,AGO2	1	0	0	1	1	0	0	4
MIMAT0000732	hsa-miR-378a-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930319	32930324	32930303	32930325	+	9	0	AGO1-4,AGO2	1	1	0	0	0	0	0	2
MIMAT0000737	hsa-miR-382-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930195	32930202	32930195	32930202	+	8	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	3
MIMAT0000755	hsa-miR-323a-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930070	32930075	32930048	32930076	+	10	0	AGO1-4,AGO2	1	0	0	1	0	0	0	3
MIMAT0000755	hsa-miR-323a-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930771	32930776	32930749	32930777	+	7	0	AGO1,AGO2	1	0	0	1	0	0	0	3
MIMAT0000758	hsa-miR-135b-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930978	32930984	32930957	32930985	+	8	0	AGO1-4,AGO2	1	0	1	1	1	0	1	6
MIMAT0000762	hsa-miR-324-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930846	32930852	32930825	32930853	+	8	0	AGO1-4,AGO2	1	0	1	1	0	0	0	2
MIMAT0001339	hsa-miR-422a	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930319	32930324	32930303	32930325	+	9	0	AGO1-4,AGO2	1	1	0	0	0	0	0	2
MIMAT0002171	hsa-miR-410-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930765	32930770	32930743	32930771	+	7	0	AGO1,AGO2	1	0	1	1	0	0	0	3
MIMAT0002171	hsa-miR-410-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931099	32931104	32931077	32931105	+	2	2	AGO1,AGO1-4	1	0	1	1	0	0	0	3
MIMAT0002171	hsa-miR-410-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931725	32931730	32931703	32931731	+	5	0	AGO1-4,AGO2	1	0	1	1	0	0	0	3
MIMAT0002173	hsa-miR-483-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930328	32930333	32930328	32930333	+	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4
MIMAT0002176	hsa-miR-485-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930094	32930099	32930094	32930099	+	10	0	AGO1-4,AGO2	1	0	0	0	0	0	0	5
MIMAT0002177	hsa-miR-486-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930413	32930418	32930413	32930418	+	2	0	AGO1-4	1	0	1	0	0	0	0	2
MIMAT0002177	hsa-miR-486-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930545	32930550	32930545	32930550	+	4	0	AGO1-4,AGO2	1	0	1	0	0	0	0	2
MIMAT0002177	hsa-miR-486-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931916	32931921	32931916	32931921	+	2	0	AGO1-4,AGO2	0	0	1	0	0	0	0	2
MIMAT0002178	hsa-miR-487a-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930950	32930955	32930950	32930955	+	6	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	3
MIMAT0002178	hsa-miR-487a-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931174	32931179	32931174	32931179	+	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	3
MIMAT0002813	hsa-miR-493-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930111	32930117	32930090	32930118	+	10	0	AGO1-4,AGO2	0	0	1	1	0	0	0	3
MIMAT0002813	hsa-miR-493-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930192	32930194	32930167	32930220	+	10	0	AGO1,AGO1-4,AGO2	0	0	1	2	0	0	0	3
MIMAT0002813	hsa-miR-493-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930214	32930219	32930214	32930219	+	7	0	AGO1,AGO1-4,AGO2	0	0	1	0	0	0	0	3
MIMAT0002813	hsa-miR-493-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931797	32931802	32931775	32931803	+	2	0	AGO1-4	0	0	1	1	0	0	0	3
MIMAT0002816	hsa-miR-494-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32916594	32916622	32916594	32916622	+	11	0	AGO1,AGO2,AGO3	0	0	0	1	0	0	0	5
MIMAT0002816	hsa-miR-494-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32929628	32929656	32929628	32929656	+	7	0	AGO1-4,AGO2	0	0	0	1	0	0	0	5
MIMAT0002816	hsa-miR-494-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930171	32930177	32930150	32930178	+	8	0	AGO1,AGO1-4,AGO2	1	0	1	1	1	0	0	5
MIMAT0002817	hsa-miR-495-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930229	32930234	32930207	32930235	+	8	0	AGO1,AGO1-4,AGO2	1	0	0	1	0	0	0	4
MIMAT0002817	hsa-miR-495-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931863	32931891	32931863	32931891	+	2	0	AGO1-4	0	0	0	1	0	0	0	4
MIMAT0002819	hsa-miR-193b-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930871	32930876	32930871	32930876	+	11	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	1
MIMAT0002833	hsa-miR-520a-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930758	32930763	32930736	32930764	+	7	1	AGO1,AGO2	1	0	1	1	0	0	0	1
MIMAT0002833	hsa-miR-520a-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931234	32931240	32931213	32931241	+	7	0	AGO1-4,AGO2	1	0	1	1	0	0	0	1
MIMAT0002838	hsa-miR-525-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930758	32930763	32930736	32930764	+	7	1	AGO1,AGO2	1	0	1	1	0	0	0	2
MIMAT0002838	hsa-miR-525-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931234	32931240	32931213	32931241	+	7	0	AGO1-4,AGO2	1	0	1	1	0	0	0	2
MIMAT0002849	hsa-miR-524-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930124	32930129	32930102	32930130	+	10	0	AGO1-4,AGO2	1	0	1	1	0	0	0	1
MIMAT0002849	hsa-miR-524-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930212	32930217	32930190	32930218	+	10	0	AGO1,AGO1-4,AGO2	1	0	1	1	0	0	0	1
MIMAT0002849	hsa-miR-524-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930423	32930451	32930423	32930451	+	1	0	AGO1-4	0	0	0	1	0	0	0	1
MIMAT0002855	hsa-miR-520d-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930124	32930129	32930102	32930130	+	10	0	AGO1-4,AGO2	1	0	1	1	0	0	0	1
MIMAT0002855	hsa-miR-520d-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930212	32930217	32930190	32930218	+	10	0	AGO1,AGO1-4,AGO2	1	0	1	1	0	0	0	1
MIMAT0002855	hsa-miR-520d-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930423	32930451	32930423	32930451	+	1	0	AGO1-4	0	0	0	1	0	0	0	1
MIMAT0003244	hsa-miR-579-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32928554	32928582	32928554	32928582	+	4	0	AGO1-4,AGO2	0	0	0	1	0	0	0	0
MIMAT0003244	hsa-miR-579-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32929351	32929379	32929351	32929379	+	4	0	AGO1-4	0	0	0	1	0	0	0	0
MIMAT0003244	hsa-miR-579-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32929409	32929437	32929409	32929437	+	4	0	AGO1-4	0	0	0	1	0	0	0	0
MIMAT0003244	hsa-miR-579-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930628	32930633	32930606	32930634	+	7	0	AGO1-4,AGO2	1	0	0	1	0	0	0	0
MIMAT0003244	hsa-miR-579-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931241	32931246	32931219	32931247	+	7	0	AGO1-4,AGO2	1	0	0	1	0	0	0	0
MIMAT0003247	hsa-miR-582-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930187	32930192	32930187	32930192	+	9	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	6
MIMAT0003247	hsa-miR-582-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931794	32931800	32931794	32931800	+	2	0	AGO1-4	1	0	0	0	0	0	0	6
MIMAT0003321	hsa-miR-651-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930823	32930829	32930823	32930829	+	6	0	AGO1-4,AGO2	1	0	0	0	0	0	0	1
MIMAT0003393	hsa-miR-425-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930064	32930069	32930064	32930069	+	9	0	AGO1-4,AGO2	1	0	0	0	0	0	0	0
MIMAT0003948	hsa-miR-770-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930599	32930604	32930599	32930604	+	8	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	6
MIMAT0004692	hsa-miR-340-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32929792	32929820	32929792	32929820	+	6	0	AGO1-4,AGO2	0	0	0	1	0	0	0	4
MIMAT0004692	hsa-miR-340-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930606	32930611	32930584	32930612	+	8	0	AGO1,AGO1-4,AGO2	1	0	0	1	0	0	0	4
MIMAT0004692	hsa-miR-340-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930863	32930868	32930841	32930869	+	12	0	AGO1,AGO1-4,AGO2	1	0	0	1	1	0	0	4
MIMAT0004692	hsa-miR-340-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931724	32931729	32931702	32931730	+	5	0	AGO1-4,AGO2	1	0	0	1	0	0	0	4
MIMAT0004805	hsa-miR-616-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930629	32930634	32930607	32930635	+	7	0	AGO1-4,AGO2	1	0	1	1	0	0	0	0
MIMAT0004805	hsa-miR-616-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930926	32930931	32930904	32930932	+	5	0	AGO1,AGO1-4	1	0	1	1	0	0	0	0
MIMAT0004805	hsa-miR-616-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931242	32931247	32931220	32931248	+	7	0	AGO1-4,AGO2	1	0	1	1	0	0	0	0
MIMAT0004807	hsa-miR-624-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930882	32930889	32930882	32930889	+	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	1
MIMAT0004909	hsa-miR-450b-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930745	32930750	32930745	32930750	+	7	0	AGO1,AGO2	1	0	0	0	0	0	0	2
MIMAT0004921	hsa-miR-889-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32928187	32928192	32928187	32928192	+	1	0	AGO2	1	0	0	0	0	0	0	3
MIMAT0004921	hsa-miR-889-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32928610	32928638	32928610	32928638	+	4	0	AGO1-4,AGO2	0	0	0	1	0	0	0	3
MIMAT0004921	hsa-miR-889-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930767	32930772	32930745	32930773	+	7	0	AGO1,AGO2	1	0	1	1	0	0	0	3
MIMAT0004921	hsa-miR-889-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930946	32930951	32930924	32930952	+	6	0	AGO1,AGO1-4,AGO2	1	0	1	1	0	0	0	3
MIMAT0004921	hsa-miR-889-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32932114	32932142	32932114	32932142	+	1	0	AGO2	0	0	0	1	0	0	0	3
MIMAT0004954	hsa-miR-543	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32916592	32916620	32916592	32916620	+	11	0	AGO1,AGO2,AGO3	0	0	0	1	0	0	0	3
MIMAT0004954	hsa-miR-543	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930170	32930175	32930148	32930176	+	8	0	AGO1,AGO1-4,AGO2	1	0	1	1	0	0	0	3
MIMAT0004954	hsa-miR-543	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930772	32930777	32930750	32930778	+	7	0	AGO1,AGO2	1	0	1	1	0	0	0	3
MIMAT0004954	hsa-miR-543	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931198	32931203	32931176	32931204	+	6	0	AGO1-4,AGO2	1	0	1	1	0	1	0	3
MIMAT0004954	hsa-miR-543	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931749	32931754	32931749	32931754	+	3	0	AGO1-4,AGO2	1	0	1	0	0	0	0	3
MIMAT0004955	hsa-miR-374b-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930764	32930769	32930764	32930769	+	7	0	AGO1,AGO2	1	0	0	0	0	0	0	3
MIMAT0004987	hsa-miR-944	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32928526	32928554	32928526	32928554	+	5	0	AGO1-4,AGO2	0	0	0	1	0	0	0	4
MIMAT0004987	hsa-miR-944	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930961	32930967	32930940	32930968	+	7	0	AGO1,AGO1-4,AGO2	1	0	0	1	0	0	0	4
MIMAT0004987	hsa-miR-944	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931000	32931005	32930978	32931006	+	13	0	AGO1-4,AGO2,AGO3	1	0	0	1	0	0	0	4
MIMAT0005788	hsa-miR-513b-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930271	32930276	32930271	32930276	+	7	0	AGO1-4,AGO2	1	0	0	0	0	0	0	3
MIMAT0005788	hsa-miR-513b-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930506	32930511	32930506	32930511	+	1	0	AGO1-4	1	0	0	0	0	0	0	3
MIMAT0005930	hsa-miR-1276	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931144	32931149	32931144	32931149	+	11	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	0
MIMAT0005944	hsa-miR-1252-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930810	32930816	32930789	32930817	+	5	0	AGO1-4,AGO2	1	0	1	1	0	0	0	1
MIMAT0005955	hsa-miR-1197	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930781	32930786	32930781	32930786	+	2	0	AGO2	1	0	0	0	0	0	0	0
MIMAT0005955	hsa-miR-1197	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931185	32931190	32931185	32931190	+	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	0
MIMAT0007888	hsa-miR-1913	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930846	32930852	32930825	32930853	+	8	0	AGO1-4,AGO2	0	0	1	1	0	0	0	1
MIMAT0011156	hsa-miR-2114-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32928973	32928995	32928973	32928995	+	3	0	AGO1-4,AGO2	0	1	0	0	0	0	0	11
MIMAT0011156	hsa-miR-2114-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930392	32930414	32930392	32930414	+	3	0	AGO1-4	0	1	0	0	0	0	0	11
MIMAT0014983	hsa-miR-3121-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32928879	32928907	32928879	32928907	+	3	0	AGO1-4,AGO2	0	0	0	1	0	0	0	0
MIMAT0014983	hsa-miR-3121-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930651	32930679	32930651	32930679	+	5	0	AGO1-4,AGO2	0	0	0	1	0	0	0	0
MIMAT0014983	hsa-miR-3121-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930812	32930840	32930812	32930840	+	7	0	AGO1-4,AGO2	0	0	0	1	0	0	0	0
MIMAT0014983	hsa-miR-3121-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931858	32931886	32931858	32931886	+	2	0	AGO1-4	0	0	0	1	0	0	0	0
MIMAT0015018	hsa-miR-3146	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930696	32930724	32930696	32930724	+	1	0	AGO1-4	0	0	0	1	0	0	0	0
MIMAT0015018	hsa-miR-3146	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930819	32930824	32930797	32930825	+	6	0	AGO1-4,AGO2	0	0	1	1	0	0	0	0
MIMAT0015018	hsa-miR-3146	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931211	32931216	32931189	32931217	+	7	0	AGO1-4,AGO2	0	0	1	1	0	0	0	0
MIMAT0015037	hsa-miR-3163	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930244	32930272	32930244	32930272	+	6	0	AGO1-4,AGO2	0	0	0	1	0	0	0	3
MIMAT0015037	hsa-miR-3163	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931701	32931729	32931701	32931729	+	4	0	AGO1-4,AGO2	0	0	0	1	0	0	0	3
MIMAT0016847	hsa-miR-378c	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930300	32930325	32930300	32930325	+	9	0	AGO1-4,AGO2	0	1	0	0	0	0	0	8
MIMAT0018926	hsa-miR-378d	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930305	32930325	32930305	32930325	+	8	0	AGO1-4,AGO2	0	1	0	0	0	0	0	4
MIMAT0018927	hsa-miR-378e	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930306	32930325	32930306	32930325	+	8	0	AGO1-4,AGO2	0	1	0	0	0	0	0	1
MIMAT0018932	hsa-miR-378f	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930319	32930337	32930319	32930337	+	6	0	AGO1-4,AGO2	0	1	0	0	0	0	0	0
MIMAT0018984	hsa-miR-378h	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930317	32930337	32930317	32930337	+	6	0	AGO1-4,AGO2	0	1	0	0	0	0	0	0
MIMAT0019074	hsa-miR-378i	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930304	32930325	32930304	32930325	+	9	0	AGO1-4,AGO2	0	1	0	0	0	0	0	0
MIMAT0022272	hsa-miR-664b-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32928554	32928582	32928554	32928582	+	4	0	AGO1-4,AGO2	0	0	0	1	0	0	0	19
MIMAT0022272	hsa-miR-664b-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32929351	32929379	32929351	32929379	+	4	0	AGO1-4	0	0	0	1	0	0	0	19
MIMAT0022272	hsa-miR-664b-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32929409	32929437	32929409	32929437	+	4	0	AGO1-4	0	0	0	1	0	0	0	19
MIMAT0022272	hsa-miR-664b-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930606	32930634	32930606	32930634	+	7	0	AGO1-4,AGO2	0	0	0	1	0	0	0	19
MIMAT0022272	hsa-miR-664b-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931219	32931247	32931219	32931247	+	7	0	AGO1-4,AGO2	0	0	0	1	0	0	0	19
MIMAT0022479	hsa-miR-5688	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930207	32930235	32930207	32930235	+	8	0	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	1
MIMAT0022479	hsa-miR-5688	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32931863	32931891	32931863	32931891	+	2	0	AGO1-4	0	0	0	1	0	0	0	1
MIMAT0022724	hsa-miR-1277-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930744	32930772	32930744	32930772	+	7	0	AGO1,AGO2	0	0	0	1	0	0	0	1
MIMAT0022724	hsa-miR-1277-5p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930923	32930951	32930923	32930951	+	6	0	AGO1,AGO1-4,AGO2	0	0	0	1	0	0	0	1
MIMAT0025481	hsa-miR-6512-3p	ENSG00000198826	ARHGAP11A	protein_coding	chr15	32930324	32930330	32930324	32930330	+	6	0	AGO1-4,AGO2	0	0	1	0	0	0	0	2
